#SampleID	Metaphlan2_Analysis
k__Bacteria	99.97969
k__Viruses	0.02031
k__Bacteria|p__Firmicutes	77.7109
k__Bacteria|p__Proteobacteria	11.11227
k__Bacteria|p__Bacteroidetes	8.0955
k__Bacteria|p__Actinobacteria	3.06102
k__Viruses|p__Viruses_noname	0.02031
k__Bacteria|p__Firmicutes|c__Clostridia	76.9605
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	8.0955
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	7.99512
k__Bacteria|p__Actinobacteria|c__Actinobacteria	3.06102
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.67638
k__Bacteria|p__Firmicutes|c__Negativicutes	0.61501
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.44077
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.06782
k__Bacteria|p__Firmicutes|c__Bacilli	0.06757
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.02031
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	76.9605
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	8.0955
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	7.97507
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.84585
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2.67638
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.61501
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.44077
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.11104
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.10413
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.06782
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.06757
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.02031
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.02005
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	54.53178
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	13.84593
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	7.97507
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	7.16434
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	4.07553
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	3.31
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2.84585
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2.67638
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.93116
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.69642
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.61501
