#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	43.28098
k__Bacteria|p__Proteobacteria	24.21871
k__Bacteria|p__Firmicutes	19.76522
k__Bacteria|p__Fusobacteria	11.52822
k__Bacteria|p__Actinobacteria	1.20687
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	40.03479
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	11.91574
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	11.52822
k__Bacteria|p__Firmicutes|c__Negativicutes	10.75228
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	10.63802
k__Bacteria|p__Firmicutes|c__Bacilli	6.38592
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	3.24619
k__Bacteria|p__Firmicutes|c__Clostridia	2.29917
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	1.66495
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.20687
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.32784
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	40.03479
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	11.91574
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	11.52822
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	10.75228
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	10.56813
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4.75403
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	3.24619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2.29917
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	1.66495
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1.6319
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	1.14793
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.32784
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.06989
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.05894
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	28.13587
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	11.91574
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	11.89892
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	10.75228
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	10.56813
