#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	57.17076
k__Bacteria|p__Firmicutes	25.3845
k__Bacteria|p__Verrucomicrobia	10.91846
k__Bacteria|p__Proteobacteria	4.1603
k__Bacteria|p__Actinobacteria	2.36598
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	57.17076
k__Bacteria|p__Firmicutes|c__Bacilli	25.3845
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	10.91846
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	4.1603
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2.36598
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	57.17076
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	25.3845
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	10.91846
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	4.1603
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.36598
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	38.0891
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	25.3845
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	19.08166
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	10.91846
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	4.1603
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2.36598
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	38.0891
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	25.3845
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	19.08166
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	10.91846
