#SampleID	Metaphlan2_Analysis
k__Bacteria	91.88466
k__Archaea	8.11534
k__Bacteria|p__Firmicutes	64.16138
k__Bacteria|p__Proteobacteria	14.7334
k__Archaea|p__Euryarchaeota	8.11534
k__Bacteria|p__Fibrobacteres	8.09387
k__Bacteria|p__Actinobacteria	3.05985
k__Bacteria|p__Bacteroidetes	1.22655
k__Bacteria|p__Spirochaetes	0.60961
k__Bacteria|p__Firmicutes|c__Clostridia	61.22657
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	14.7334
k__Archaea|p__Euryarchaeota|c__Methanobacteria	8.11534
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria	8.09387
k__Bacteria|p__Actinobacteria|c__Actinobacteria	3.05985
k__Bacteria|p__Firmicutes|c__Negativicutes	1.67769
k__Bacteria|p__Firmicutes|c__Bacilli	1.24868
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1.22655
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.60961
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.00843
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	61.22657
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	14.7334
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	8.11534
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	8.09387
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.85358
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	1.67769
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.23882
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	1.22655
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.60961
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.20627
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00986
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.00843
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	56.19842
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	14.7334
