#SampleID	Metaphlan2_Analysis
k__Viruses	50.20917
k__Bacteria	49.79083
k__Viruses|p__Viruses_noname	50.20917
k__Bacteria|p__Actinobacteria	26.35771
k__Bacteria|p__Bacteroidetes	11.57628
k__Bacteria|p__Firmicutes	5.63629
k__Bacteria|p__Proteobacteria	4.09139
k__Bacteria|p__Fusobacteria	2.12917
k__Viruses|p__Viruses_noname|c__Viruses_noname	50.20917
k__Bacteria|p__Actinobacteria|c__Actinobacteria	26.35771
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	8.69137
k__Bacteria|p__Firmicutes|c__Bacilli	4.85967
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3.40993
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2.8849
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2.12917
k__Bacteria|p__Firmicutes|c__Negativicutes	0.77661
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.57739
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.10408
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	49.9334
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	26.35771
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	8.69137
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	4.47387
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	3.40993
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2.8849
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2.12917
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.77661
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.53232
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.3858
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.27576
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.10408
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.04507
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	49.9334
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	14.18464
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	8.69137
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	7.2845
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	4.31225
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	3.74305
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	3.40993
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.8849
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	1.14553
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	1.0838
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	1.04537
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.77661
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.53232
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae	0.27576
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.16162
