#SampleID	Metaphlan2_Analysis
k__Bacteria	99.85776
k__Archaea	0.14224
k__Bacteria|p__Firmicutes	52.6969
k__Bacteria|p__Bacteroidetes	45.92343
k__Bacteria|p__Verrucomicrobia	0.46665
k__Bacteria|p__Actinobacteria	0.38604
k__Bacteria|p__Proteobacteria	0.38474
k__Archaea|p__Euryarchaeota	0.14224
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	45.92343
k__Bacteria|p__Firmicutes|c__Clostridia	41.01373
k__Bacteria|p__Firmicutes|c__Negativicutes	11.45124
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.46665
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.38604
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.25742
k__Bacteria|p__Firmicutes|c__Bacilli	0.22449
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.14224
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.11287
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.01446
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.00745
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	45.92343
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	41.01373
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	11.45124
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.46665
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.3065
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.25742
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.22449
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.14224
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.07906
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.06803
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.02609
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.01874
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.01446
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.00745
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.00047
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	35.24947
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	22.34418
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	14.57463
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	11.45124
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	7.98693
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	3.07214
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2.53589
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	1.01384
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.46665
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.3065
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.25742
