#SampleID	Metaphlan2_Analysis
k__Bacteria	99.84439
k__Viruses	0.15561
k__Bacteria|p__Bacteroidetes	29.51011
k__Bacteria|p__Firmicutes	29.37912
k__Bacteria|p__Proteobacteria	27.14955
k__Bacteria|p__Fusobacteria	8.4569
k__Bacteria|p__Actinobacteria	5.34463
k__Viruses|p__Viruses_noname	0.15561
k__Bacteria|p__Candidatus_Saccharibacteria	0.00409
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	19.93859
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	18.98887
k__Bacteria|p__Firmicutes|c__Negativicutes	18.441
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	10.52124
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	8.4569
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5.67543
k__Bacteria|p__Firmicutes|c__Bacilli	5.5241
k__Bacteria|p__Actinobacteria|c__Actinobacteria	5.34463
k__Bacteria|p__Firmicutes|c__Clostridia	4.91425
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	1.53552
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.49977
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.15561
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.00409
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	19.90817
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	18.98887
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	18.441
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	10.52124
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	8.4569
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	5.67347
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	5.1154
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	4.91425
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4.80562
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	1.53552
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.71848
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.49977
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.22922
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.15561
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.03042
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.00409
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.00196
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	19.90817
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	18.441
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	14.02926
