#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	92.07003
k__Bacteria|p__Firmicutes	4.70234
k__Bacteria|p__Proteobacteria	2.97491
k__Bacteria|p__Verrucomicrobia	0.22466
k__Bacteria|p__Actinobacteria	0.02807
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	92.07003
k__Bacteria|p__Firmicutes|c__Clostridia	4.53543
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.93974
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.22466
k__Bacteria|p__Firmicutes|c__Negativicutes	0.11803
k__Bacteria|p__Firmicutes|c__Bacilli	0.03747
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.03517
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.02807
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.01141
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	92.07003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	4.53543
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2.93974
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.22466
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.11803
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.03747
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.03517
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.02807
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.01141
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	50.55323
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	27.87614
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	13.18335
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2.58686
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	2.3219
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1.4083
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.61654
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.45301
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.3163
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.22466
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.22301
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.11803
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.03747
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.03517
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.02807
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.01141
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.00429
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.00131
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.00095
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	50.55323
