#SampleID	Metaphlan2_Analysis
k__Bacteria	99.93526
k__Archaea	0.06116
k__Viruses	0.00358
k__Bacteria|p__Bacteroidetes	84.98371
k__Bacteria|p__Firmicutes	14.14814
k__Bacteria|p__Proteobacteria	0.52197
k__Bacteria|p__Actinobacteria	0.27841
k__Archaea|p__Euryarchaeota	0.06116
k__Viruses|p__Viruses_noname	0.00358
k__Bacteria|p__Verrucomicrobia	0.00302
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	84.98371
k__Bacteria|p__Firmicutes|c__Clostridia	8.77817
k__Bacteria|p__Firmicutes|c__Negativicutes	5.01215
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.33069
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.27841
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.19088
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.18086
k__Bacteria|p__Firmicutes|c__Bacilli	0.16694
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.06116
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.01041
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.00358
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.00302
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	84.98371
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	8.77817
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	5.01215
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.31816
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.19141
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.19088
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.18086
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.16694
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.087
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.06116
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.01253
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.01041
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.00358
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.00302
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	53.68058
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	22.34591
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	6.02718
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	5.18691
