#SampleID	Metaphlan2_Analysis
k__Bacteria	95.34421
k__Viruses	4.65579
k__Bacteria|p__Bacteroidetes	50.38253
k__Bacteria|p__Firmicutes	34.5134
k__Bacteria|p__Deferribacteres	7.39964
k__Viruses|p__Viruses_noname	4.65579
k__Bacteria|p__Proteobacteria	2.89737
k__Bacteria|p__Actinobacteria	0.15127
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	50.38253
k__Bacteria|p__Firmicutes|c__Bacilli	32.89437
k__Bacteria|p__Deferribacteres|c__Deferribacteres	7.39964
k__Viruses|p__Viruses_noname|c__Viruses_noname	4.65579
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2.18577
k__Bacteria|p__Firmicutes|c__Clostridia	1.61903
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.41388
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.29772
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.15127
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	50.38253
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	32.89437
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales	7.39964
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales	4.65579
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	2.18577
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.61903
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.41388
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.29772
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.15127
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	50.01544
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	31.63687
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae	7.39964
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Tymoviridae	4.65579
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	2.18577
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	1.53063
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	1.2575
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	0.41388
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.3373
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.29772
