#SampleID	Metaphlan2_Analysis
k__Bacteria	77.15071
k__Viruses	22.84929
k__Bacteria|p__Actinobacteria	44.7774
k__Bacteria|p__Firmicutes	31.8527
k__Viruses|p__Viruses_noname	22.84929
k__Bacteria|p__Proteobacteria	0.52061
k__Bacteria|p__Actinobacteria|c__Actinobacteria	44.7774
k__Bacteria|p__Firmicutes|c__Bacilli	31.6602
k__Viruses|p__Viruses_noname|c__Viruses_noname	22.84929
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.32022
k__Bacteria|p__Firmicutes|c__Clostridia	0.1925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.10628
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.09411
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	44.7774
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	27.85921
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	22.84929
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	3.80099
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.32022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.1925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	0.10628
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.09411
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	27.6862
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	23.25998
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	22.84929
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	21.30927
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	3.80099
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.32022
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.19863
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.1925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.173
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0.10628
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0.09411
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.00953
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Dolosigranulum	27.6862
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	22.84929
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	21.99995
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium	21.30927
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	3.80099
